,tokens,class
2940,"['rt', 'omalestafeito', 'carrada', 'dinheiro', 'q', 'voou', 'daquie', 'cristas', 'diz', 'q', 'portugal', 'deve', 'núncioo', 'mínimo', 'dar', 'nome', 'home']",-1
2941,"['consequência', 'tardia', 'decadência', 'ciente', 'dias', 'artista', 'descambavam', 'ocaso', 'httpstcorbrxxsm2rm']",-1
2942,"['teamlparrilla', 'podia', 'menos', 'preparar', 'vestida', 'burca', 'ninguém', 'obrigado', 'ficar', 'olhando', 'corpinho', 'aí', 'heim']",-1
2943,"['rt', 'famelzundapp', 'bom', 'dia', 'contribuintes', 'comissão', 'parlamentar', 'inquérito', 'sobre', 'inutilidade', 'comissões', 'parlamen']",-1
2944,"['rt', 'yurivs', 'trump', 'devia', 'revogar', 'decisão', 'obama', 'aceitar', 'refugiados', 'cuba', 'disso', 'imprensa', 'esquerdista', 'reclamou']",-1
2945,"['vou', 'começar', 'andar', 'burca', 'ai', 'coisas', 'acontecem', 'sim', 'homem', 'desgraçado']",3.3
2946,"['trump', 'diz', 'refugiados', 'devem', 'voltar', 'países', 'opção', 'httpstco5rh77wfmvb']",7.2
2947,"['ent', 'fufas', 'pretos', 'adormeceu']",1.3
2948,"['razão', 'coragem', 'contra', 'infâmia', 'medo', 'passa', 'aqui', 'pnr', 'nação', 'identidade', 'sosracismo', 'esquerdanet', 'httpstcoxxhzd7ks5u']",-1
2949,"['matheusbrazmatt', 'aceitam', 'refugiados', 'financiam', 'rebeldes', 'obama', 'irã', 'isis', 'el', 'q', 'ficam', 'lá']",7.2
2950,"['rt', 'pauloap', 'agora', 'monstro', 'peludo', 'mulher', 'httpstcovvzedumyvd']",-1
2951,"['rt', 'desesquerdizada', 'pro', 'marcelofreixo', 'socialismo', 'dia', 'enganando', 'trouxas', 'caem', 'discurso', 'psoloficial', 'noite', 'camar']",-1
2952,"['esquerda', 'filha', 'puta', 'sempre', 'httpstcocbhw2v9dob']",-1
2953,"['agora', 'novos', 'refugiados', 'causa', 'guerra', 'chamados', 'refugiados', 'económicos', 'sempre', 'fugiram', 'nada']",-1
2954,"['desde', '8', 'nov', 'dia', 'eleição', 'mercado', 'ações', 'cresceu', '32', 'trilhões', 'confiança', 'consumidor', 'al', 'httpstco7nuxa3vpuf']",-1
2955,"['rt', 'editorahumanas', 'bolsonaro', 'entende', 'nada', 'economia', 'httpstcoo9ntazamux']",-1
2956,"['2018', 'chegando', 'kkkkkkkk', 'httpstcolerfp09mwc']",-1
2957,"['rt', 'bolsonarosp', 'alô', 'stf', 'vamos', 'indenizar', 'borrachinhamma', 'equipe', 'bem', 'todos', 'trabalhadores', 'brasil', 'vítimas', 'pres']",-1
2958,"['rt', 'pauloap', 'otávio', 'mesquita', 'declara', 'apoio', 'jair', 'bolsonaro', 'jairbolsonaro', 'bolsonarosp', 'flaviobolsonaro', 'carlosbolsonaro', 'httpstcofj4']",-1
2959,"['danielamercury', 'boicota', 'xinga', 'pm', 'bahia', 'sai', 'escoltada', 'polícia', 'hipócrita', 'caralho']",-1
2960,"['portanto', 'grab', 'pussy', 'marine', 'le', 'pen', 'ter', 'mostrado', 'imagens', 'horrores', 'causados', 'islão']",-1
2961,"['politzoficial', 'ta', 'certo', 'q', 'terrorista', 'posando', 'refugiado']",7.2
2962,"['bolsonarosp', 'bota', 'bizarro', 'nisso']",-1
2963,"['sddsdequandoeu', 'podia', 'fazer', 'piadas', 'sofria', 'censura']",-1
2964,"['estadao', 'jairbolsonaro', 'sério', 'pensava', 'q', 'elogios']",-1
2965,"['parabéns', 'deputado', 'roberto', 'lucena', 'sim', 'proteger', 'povose', 'pago', 'impostos', 'vão', 'pagar', 'httpstcovp703y3dwq']",-1
2966,"['tribunal', 'constitucional', 'alerta', 'dificuldade', 'fiscalizar', 'contas', 'partidos', 'autárquicas', 'partidos', 'agradecem']",-1
2967,"['sddsdequandoeu', 'podia', 'trocar', 'lâmpada', 'ninguém', 'falasse', 'q', 'apropriando', 'cultura', 'homens']",-1
2968,"['lulaprezidente', 'pra', 'garantir', 'direito', 'povo', 'dar', 'c', 'morrer', 'endocardite', 'bacteriana']",-1
2969,"['ah', 'perigo', 'islão', 'tal', 'civilização', 'europeia', 'sei', 'quê', 'httpstcogbjpgwqhyo']",-1
2970,"['21', 'anos', 'mamonas', 'assassinas', 'vivos', 'estaria', 'fazendo', 'textão', 'acusando', 'cara', 'machismo', 'homofobia', 'racismo']",-1
2971,"['g1mundounião', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstco8jyee5u16z']",-1
2972,"['mundo', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'foto', 'louisa', 'gouliamakiafp', 'httpstcomlwfqgocid']",-1
2973,"['i5gornascimento', 'i5gornascimento', 'g1', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstcok6rwtsaqmx']",-1
2974,"['new', 'post', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstco7cmcsxrgck']",-1
2975,"['timbeta', 'globo', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstcoghuvrdrqvs', 'operacaobetalab', 'sigodevolta']",-1
2976,"['enquanto', 'eua', 'casey', 'affleck', 'juntava', 'johnny', 'depp', 'marlon', 'brando', 'resto', 'trupe', 'agressores', 'httpstcogpprwz3eyh']",-1
2977,"['g1', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstcooa24humr0g', 'g1', 'httpstco3p1zmazocv']",-1
2978,"['união', 'europeia', 'ameça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstco217pl169fb', 'leianosanta']",-1
2979,"['rt', 'brasilfotos', 'gostaria', 'oabsp', 'respondesse', 'porque', 'perfis', 'facções', 'criminosas', 'atuam', 'livremente', 'twitter', 'outras', 'redes', 'socia']",-1
2980,"['rt', 'beatrizmarks', 'folha', 'viva', 'islã', 'religião', 'bate', 'mulheres', 'apedreja', 'decapta', 'manda', 'cobrir', 'pés', 'cabeça', 'q', 'feminista']",-1
2981,"['g1', 'nao', 'esperava', 'outra', 'açao', 'europa', 'sofreu', 'segunda', 'guerra', 'mundial', 'sabe', 'refugiados', 'estao', 'passando']",-1
2982,"['apenas', 'brincadeira', 'dizem', 'httpstcoo3qw3zalin']",-1
2983,"['valeu', 'propaganda', 'aecioneves', 'httpstco8w74mghyju']",-1
2984,"['rt', 'carlosbolsonaro', 'oscar', '2017', 'derivações', 'gota', 'lucidez', 'meio', 'oceano', 'httpstcoiup4hytagh']",-1
2985,"['liechtenstein', 'tudo', 'bom', 'monarquia', 'aceitou', 'refugiados', 'identidade', 'nacional', 'frio', 'httpstco0bmoz15ry9']",7.2
2986,"['rt', 'pnr', 'pnr', 'presta', 'homenagem', 'último', 'grande', 'estadista', 'portugal', 'viu', 'nascer', 'notascampanha', 'renovarportugal', 'httptco5kyur2jbie']",-1
2987,"['quer', 'livrar', 'reinaldoazevedo', 'eleger', 'jairbolsonaro', '2018', 'httpstco2czgdcczg4']",-1
2988,"['observador', 'catarina', 'kinnvall', '“', 'similar', 'forma', 'islão', 'radical', 'extremadireita', 'httpstcotmjec69ost']",-1
2989,"['preparem', 'sei', 'bem', 'paguei', 'sofro', 'pele', 'verdadeiramente', 'perseguição', 'religiosaquem', 'vive', 'httpstcofrylejgqir']",-1
2990,"['rt', 'cusquicesfufas', 'fufas', 'trocam', 'alma', 'pão', 'fofo']",4.2.1
2991,"['vale', 'pena', 'ler', 'texto', 'ronaldo', 'laranjeiras', 'httpstcoxt7bs6y5ja']",-1
2992,"['entrevista', 'catarina', 'kinnvall', '“', 'similar', 'forma', 'islão', 'radical', 'extremadireita', 'mobilizam', '”', 'httpstcomu7xsvmo5i']",-1
2993,"['duas', 'mil', 'solicitações', 'recebidas', 'polícia', 'militar', 'rio', 'pedidos', 'socorro', 'sobre', 'violência', 'httpstco03mudb6uai']",-1
2994,"['ue', 'conseguiu', 'cumprir', 'acordo', 'acolher', '90', 'mil', 'refugiados', 'previsível', 'todos', 'acontecimentos', 'paris']",-1
2995,"['rt', 'joaquinvoltou', '21', 'anos', 'mamonas', 'assassinas', 'vivos', 'estaria', 'fazendo', 'textão', 'acusando', 'cara', 'machismo', 'homofob']",-1
2996,"['extremaesquerda', 'continua', 'exterminar', 'escravizar', 'povos', 'suma', 'santidade', 'httpstcoqg1gtsoxhx']",-1
2997,"['ue', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstcomutupy5hod', 'noticias']",-1
2998,"['diganaoaideologiadegenero', 'feministas', 'gênero', 'diferente', 'desigual', 'desigual', 'injusto', 'ignorando', 'httpstcoko598p8kvt']",-1
2999,"['gente', 'nao', 'sabe', 'mulher', 'ta', 'feliz', 'burca', 'nao', 'sabe', 'tranquilo', 'p', 'travesti', 'ta', 'roupa']",-1
3000,"['rt', 'emillymutirao', 'lulaprezidente', 'bbb17', 'votaria', 'lulapelobrasil', 'silvamarina', 'aecioneves', 'jairbolsonaro']",-1
3001,"['farta', 'procurar', 'trabalho', 'ainda', 'meto', 'trabalhar', 'bar', 'fufas', 'vale']",4.2.1
3002,"['barbaridade', 'aceitar', 'refugiados', 'né', 'httpstcoe8nggcedbv']",7.2
3003,"['falam', 'trump', 'vários', 'países', 'aceitaram', 'refugiados', '–', 'dexmag', 'httpstcolj3apghgab', 'dexmagazine']",-1
3004,"['socialistas', 'parva', 'catarina', 'kinnvall', '“', 'similar', 'forma', 'islão', 'radical', 'extremadireita', 'mobilizam', '”', 'httpstcog3d84egkja']",-1
3005,"['rt', 'flaviobolsonaro', 'reinaldoazevedo', 'pode', 'usar', 'canais', 'defender', 'psdbista', 'estimação', 'quiser', 'cometer', 'crime']",-1
3006,"['machuca', 'discutindo', 'sobre', 'roupaeu', 'dou', 'nenhum', 'desgosto', 'gente', 'mora', 'inferno', 'quintura', 'quer', 'use', 'burca']",-1
3007,"['extra', 'imagine', 'branco', 'fazendo', 'muçulmano', 'notícia', 'país', 'inteiro', 'httpstco1puc6uj0gc']",-1
3008,"['rt', 'g1', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', 'httpstco1nhmlijodx', 'g1', 'httpstcoec53b4ikz7']",-1
3009,"['comissão', 'europeia', 'afirmou', 'hesitará', 'aplicar', 'sanções', 'contra', 'países', 'recusam', 'receber', 'httpstco8h6hfv3dij']",-1
3010,"['sei', 'dizer', 'quanto', 'queria', 'trabalhar', 'voluntária', 'p', 'refugiados', 'afins']",-1
3011,"['teresa', 'quero', 'ir', 'quintal', 'toda', 'gente', 'excepto', 'ignores', 'teresa', 'sitio', 'fufas', 'toda', 'gente', 'bora1']",4.2.1
3012,"['“', 'união', 'europeia', 'ameaça', 'sanções', 'países', 'recebem', 'refugiados', '”', 'httpstcoli6ztrpfnj']",-1
3013,"['campeonato', 'estadual', 'igual', 'olho', 'azul', 'gorda', 'serve', 'pra', 'nada', 'ainda', 'fazem', 'torcida', 'única', 'clássico', 'khedira', 'tabelando', 'área']",8.3-3.3.10
3014,"['ajulysantos', 'nao', 'esqueça', 'quer', 'receber', 'refugiados', 'guerra', 'vai', 'islamizar', 'brasil']",7.2
3015,"['catarina', 'kinnvall', '“', 'similar', 'forma', 'islão', 'radical', 'extremadireita', 'mobilizam', '”', 'httpstcoprjoingspp', 'observadorpt']",-1
3016,"['diria', 'apóstolo', 'alexandre', 'bemaventurados', 'tendo', 'dinheiro', 'têm', 'amigos', 'livrarem', 'usura', 'crédito', 'bancário']",-1
3017,"['ijunqsouza', 'pastormalafaia', 'homossexualismo', 'doença', 'devia', 'existir', 'primeiro', 'fazem', 'acreditar', 'normal', 'natural', 'incentivam']",4
3018,"['ijunqsouza', 'pastormalafaia', 'ficaram', 'vergonha', 'falar', 'mal', 'antes', 'agora', 'dizem', 'algo', 'religioso', 'todo', 'mundo', 'sabe', 'anormal']",-1
3019,"['rt', 'asantissp', 'entenda', 'portalzinho', 'merda', 'quer', 'controlar', 'vc', 'pensa', 'fala', 'passado', 'httpstcob1sxbjteno']",-1
3020,"['sanções', 'poderão', 'aplicadas', 'contra', 'estadosmembros', 'união', 'europeia', 'recusarem', 'receber', 'refugiados', 'httpstcogyogffj70w']",-1
3021,"['rt', 'themartorelli', 'lula', 'ligou', 'pra', 'élika', 'vai', 'pular', 'desse', 'precipício', 'httpstcodb0h3mg7qg']",-1
3022,"['ijunqsouza', 'pastormalafaia', 'religiosos', 'devemos', 'agradecer', 'reneguem', 'homossexualismo', 'enquanto', 'todos', 'calaram']",4
3023,"['ijunqsouza', 'pastormalafaia', 'ciência', 'religiosos', 'posicionaram', 'contra', 'assunto', 'moderninhos', 'todos', 'enganados', 'desavisados', 'tb']",-1
3024,"['ijunqsouza', 'pastormalafaia', 'marxismo', 'cultural', 'baixo', 'malicioso', 'sujo', 'descarado', 'deus', 'abençoe', 'todos', 'verdade']",-1
3025,"['ouvia', 'mamonas', 'assassinas', 'dava', 'risada', 'devia', 'cadêia', 'httpstcolbfze2764r']",-1
3026,"['cabras', 'cabritos', 'consegue', 'emprestar', 'super', 'juiz', 'consegue', 'enganar']",-1
3027,"['rt', 'flaviobolsonaro', 'reinaldoazevedo', 'deveria', 'fizemos', 'visitar', 'museu', 'holocausto', 'antes', 'desdenhar', 'sofrimento', 'judeus', 'pa']",5.2
3028,"['balanço', 'divulgado', 'polícia', 'militar', 'revelou', 'menos', 'mulher', 'agredida', 'cada', 'quatro', 'minutos', 'httpstcosuvbguqpid']",-1
3029,"['cadê', 'caridade', 'muçulmana', 'emirados', 'árabes', 'recebem', 'refugiados']",-1
3030,"['sociedade', 'evoluiu', 'tempos', 'outros', 'ok', 'legal', 'parabéns', 'paz', 'httpstcohypknfkbnz']",-1
3031,"['tpjaros', 'lei', 'imigração', 'abre', 'fronteiras', 'brasil', 'refugiados', 'libera', 'onu', 'emitir', 'vistos', 'tirando', 'autonomia', 'pf']",-1
3032,"['aaaaaaa', 'quero', 'falar', 'trabalho', 'sobre', 'refugiados', 'sei', 'vou', 'conseguir']",-1
3033,"['vivemos', 'tempos', 'interessantes', 'aqui', 'partido', 'extremadireita', 'conservador', 'antiislão', 'homofóbico', 'httpstcouddrdwzzow']",-1
3034,"['sabe', 'amor', 'sexo', 'programinha', 'lacrador', 'apanha', 'praça', 'audiência', 'httpstco5mkhb0jez8']",-1
3035,"['rt', 'alcoolinda', 'teresa', 'quero', 'ir', 'quintal', 'toda', 'gente', 'excepto', 'ignores', 'teresa', 'sitio', 'fufas', 'toda', 'gente', 'bora1']",4.2.1
3036,"['gostei', 'vídeo', 'youtube', 'httpstco9pb6ixbzum', 'vez', 'homem', '8', 'conquistas', 'islão']",-1
3037,"['janpawel1986', 'maioria', 'ñ', 'culpa', 'estupro', '33', 'onde', '7', 'indiciados']",-1
3038,"['rt', 'bazert', 'carlos', 'costa', 'informação', 'sobre', 'bes', 'nunca', 'chegava', 'hoje', 'informação', 'sobre', 'carlos', 'costa', 'tb']",-1
3039,"['participe', 'palestras', 'seminários', 'sobre', 'ideologia', 'gênero', 'acompanhe', 'agenda', 'httpstcoj6tasgb1zf']",-1
3040,"['rt', 'marisalobo', 'quer', 'dizer', 'exatamente', 'httpstco1gctutnh3y']",-1
3041,"['acompanhe', 'agendas', 'sobre', 'ideologia', 'gênero', 'todo', 'país', 'httpstco9ge0lwyjzg']",-1
3042,"['agenda', 'abril', 'seminário', 'sobre', 'ideologia', 'gênerocom', 'certificado', '08', '09', 'abril', 'ariquemesro', 'httpstco9fwpfwgnrv']",-1
3043,"['agendamaio', 'palestra', 'sobre', 'identidade', 'gêneroideologia', 'gênero', 'sãoluizmaranhão', 'httpstco6dwifpywkn']",-1
3044,"['união', 'europeia', 'quer', 'multar', 'países', 'abrigarem', 'refugiados', 'entendem', 'agora', 'porque', 'tudo', 'vai', 'ruireuropaxit']",7.2
3045,"['fome', 'mundo', 'refúgiados', 'alvo', 'polêmica', 'ajuda', 'importan', 'httpstcogl2arav56x']",-1
3046,"['q', 'adoro', 'fufas', 'httpstcobdgyxdnw10']",4.2.1
3047,"['hora', 'fecho', 'islão', 'extremadireita', 'mobilizam', 'modo', 'similar', 'httpstcoidcmdebj9d']",-1
3048,"['rt', 'crismenshova', 'união', 'europeia', 'quer', 'multar', 'países', 'abrigarem', 'refugiados', 'entendem', 'agora', 'porque', 'tudo', 'vai', 'ruireuropaxit']",-1
3049,"['conheça', 'fufas', 'compre', 'melhor', 'frase', 'disse', 'hoje', 'fds']",4.2.1
3050,"['rt', 'carolinaamatos', 'conheça', 'fufas', 'compre', 'melhor', 'frase', 'disse', 'hoje', 'fds']",4.2.1
3051,"['rt', 'carlosgpinto', 'ainda', 'piada', 'carlos', 'alexandre', 'sócrates', 'partilharem', 'cela']",-1
3052,"['pensar', 'defendi', 'moçacoitado', 'cerrado', 'falsamente', 'acusada', 'elae', 'estragos', 'morais', 'httpstco0n64shwdcz']",-1
3053,"['últimas', '30', 'fotos', 'galeria', 'devem', 'prints', 'disto', 'paras', 'fufas', 'juro', 'ahahah']",4.2.1
3054,"['rt', 'gabrielplnheiro', 'globo', 'news', 'diz', 'trump', 'ruim', 'economia', 'ué', 'httpstcouetkygdrah']",-1
3055,"['rt', 'gabrielplnheiro', 'arabia', 'saudita', 'irã', 'afeganistão', 'nunca', 'vamos', 'ver', 'feminista', 'falando', 'islã', 'httpstco3lzvulpop8']",-1
3056,"['pr', 'alex', 'vieira', 'vitóriaesrecomenda', 'livro', 'familiasemperigopara', 'adquirir', 'acesse', 'httpstcon04tpwrz3a']",-1
3057,"['andressa', 'darold', '–', '02032017', 'sanções', 'poderão', 'aplicadas', 'contra', 'estadosmembros', 'união', 'europeia', 'httpstcozhvxdm822e']",-1
3058,"['ainda', 'propósito', 'sosracismo', 'afins', 'aqui', 'ficam', 'palavras', 'alguém', 'próprio', 'sistema', 'pacheco', 'pereira', 'httpstcojqqd7yyjou']",-1
3059,"['agenda', 'março', 'ideologia', 'gênero', 'httpstcovhpkzjqqjd']",-1
3060,"['agora', 'ancelmo', 'goes', 'globo', 'vai', 'ter', 'bolsonaro', 'hebraica', 'httpstcowvno69ngjm']",-1
3061,"['fascista', 'machista', 'nazista', 'trapezista', 'taxista', 'maratonista', 'eletricista', 'corrupto', 'kkk', 'httpstcofq5kk6vxh7']",-1
3062,"['crítica', 'livros', 'islão', 'fundamentalismo', 'islâmico', 'httpstco8sgx1qfxnc']",-1
3063,"['gloria', 'alvarez', 'arrebenta', 'discurso', 'cpac', '2016', 'sensacional', 'httpstcofvd2m4gbye']",-1
3064,"['jeff', 'sessions', 'homem', 'honesto', 'disse', 'nada', 'errado', 'podia', 'ter', 'respondido', 'maior', 'precisão', 'claram', 'httpstcocyz5nbtyix']",-1
3065,"['video', 'explica', 'porque', 'imigração', 'massa', 'países', 'desenvolvidos', 'soluciona', 'miséria', 'subdesenvolvidos', 'httpstcoerccavte2l']",-1
3066,"['intencional', 'narrativa', 'toda', 'forma', 'livrar', 'democratas', 'derrota', 'eleição', 'todos', 'achavam', 'httpstco2ldgdeop37']",-1
3067,"['ter', 'ganho', 'democratas', 'usando', 'demais', 'mesma', 'carta', 'perderam', 'eleições', 'agora', 'perdendo', 'noção', 'httpstcod8ayuarvs6']",-1
3068,"['real', 'aqui', 'todos', 'vazamentos', 'ilegais', 'informações', 'sigilosas', 'outras', 'informações', 'total', 'caça', 'httpstcoud1f6uvhiv']",-1
3069,"['merda', 'emprego', 'pros', 'daqui', 'agora', 'sim', 'mão', 'obra', 'preço', 'banana', 'httpstcog04uobciuf']",7.1
3070,"['rt', 'politzoficial', 'report', 'direita', 'alemanha', 'acredita', 'chegou', 'hora', 'país', 'libertar', 'culpas', 'históricas', 'twp', 'httpstco']",-1
3071,"['adianta', 'progressismo', 'dar', 'certo', 'amoresexo', 'httpstcoqmdipxeptk']",-1
3072,"['rt', 'omundrongo', 'silêncio', 'envergonha', 'diz', 'juiz', 'sobre', 'ameaça', 'estupro', 'contra', 'sheherazade', 'ignorada', 'oab', 'mídia', 'httpstc']",3.3
3073,"['pl', '251615', 'propõe', 'imigração', 'massa', 'refugiados', 'islâmicos', 'brasil', 'queremos', 'sharia', 'brasil', 'httpstcoosjmz1eckb']",7.2
3074,"['arthurmedal', '15mil', 'chamadas', 'recebidas', 'destas', '2mil', 'relativas', 'violência', 'contra', 'mulher', 'sabe', 'ler']",-1
3075,"['estadao', 'gugachacra', 'refugiados', 'imprensa', 'mostra', 'httpstco01mhqdpglx']",-1
3076,"['misoginia', 'premiada', 'artigo', 'vanessa', 'fogaça', 'pro', 'blog', 'confiram', 'httpstcoczik66po53', 'httpstcozjq4jl2q0c']",-1
3077,"['analindamente', 'consigo', 'lembrar', 'campanhas', 'meuamigosecreto', 'meuprimeiroassédio', 'sinto', 'mt', 'lixo', 'humano', 'ver', 'gente', 'falando']",-1
3078,"['fotos', 'inéditas', 'rapaz', 'bem', 'desavisado', 'viu', 'metade', 'programa', 'amoresexo', 'antes', 'desligar', 'tv', 'httpstco4bcjhhrow5']",-1
3079,"['arthurmedal', 'vc', 'literalmente', 'deve', 'ter', 'nada', 'pra', 'fazer', 'viu']",-1
3080,"['arthurmedal', 'moço', 'post', 'facebook', 'automaticamente', 'publicado', 'twitter', 'deixa', 'burro', 'pqp']",-1
3081,"['gugachacra', 'diferenças', 'mundo', 'islâmico', 'tornam', 'europa', 'melhor', 'lugar', 'refugiados', 'viverem', 'httpstcotand7pwgaq']",-1
3082,"['rt', 'carmeloneto', 'tpjaros', 'lei', 'imigração', 'abre', 'fronteiras', 'brasil', 'refugiados', 'libera', 'onu', 'emitir', 'vistos', 'tirando']",-1
3083,"['rt', 'jpintocoelho60', 'razão', 'coragem', 'contra', 'infâmia', 'medo', 'passa', 'aqui', 'pnr', 'nação', 'identidade', 'sosracismo', 'esquerdanet', 'psociali']",-1
3084,"['rt', 'jpintocoelho60', 'ainda', 'propósito', 'sosracismo', 'afins', 'aqui', 'ficam', 'palavras', 'alguém', 'próprio', 'sistema', 'pacheco', 'pereira', 'ilgaportugal']",-1
3085,"['países', 'solidários', 'pobres', 'abertos', 'refugiados', 'europa', 'fecha', 'velho', 'mundo']",7.2
3086,"['rt', 'maathbz', 'liguei', 'pra', 'mae', 'tá', 'caos', 'lá', 'pai', 'deu', 'facada', 'irmao', 'irma', 'fugiu', 'tudo', 'pq', 'amor', 'sexo', 'ta', 'abalando', 'famil']",-1
3087,"['rt', 'maathbz', 'foto', 'perfil', 'pisao', 'familia', 'tradicional', 'morta', 'esmagamento', 'httpstcojq742chrbx']",8.3-3.3.10
3088,"['sardinha', 'parecem', 'fufas', '—', 'namuradas', 'cara', 'httpstco3lizlg1vea']",4.2.1
3089,"['ideologia', 'gênero', 'chegou', 'alto', 'grau', 'insanidade', 'identidade', 'gênero', 'alienígenaok', 'httpstcofglj5hbm68']",3.2
3090,"['muitas', 'saíram', 'ruas', 'pedindo', 'entrada', 'refugiados', 'agora', 'podem', 'andar', 'tranquilas', 'país', 'httpstcoagltplzw1p']",7.2
3091,"['rt', 'wintercosta', 'arrebentou', 'palestra', 'deveria', 'passar', 'dia', 'todo', 'todos', 'canais', 'tv', 'toda', 'américa', 'latina', 'socialistas']",-1
3092,"['rt', 'odecarvalho', '1', 'mídia', 'adestra', 'povo', 'julgue', 'homem', 'faz', 'diz']",-1
3093,"['rt', 'luanapiovanilp', 'corrupta', 'dilma', 'recebeu', '150', 'milhões', 'propina', 'disse', 'q', 'delação', 'odebrecht', 'insulto', 'honestidade', 'qua']",-1
3094,"['rt', 'lvlvelasco43', 'favor', 'fiquem', 'firmes', 'boicote', 'itaipava', 'divulguem', 'httpstcoorpqsjccbp']",-1
3095,"['rt', 'alexborges', 'doença', 'terminal', 'precisa', 'deixar', '3', 'filhos', 'pequenos', 'alguém', 'cuidar', 'dessas', 'opções', 'escolhe']",-1
3096,"['rt', 'reaconaria', 'suplente', 'aloysio', 'nunes', 'defendeu', 'legalização', 'aborto', 'estatização', 'sistema', 'financeiro', 'httpstcoh35joi0ciw', 'https']",-1
3097,"['rt', 'silviomkt', 'brasil', 'parasitas', 'traidores', 'cúmplices', 'd', 'protagonistas', 'd', 'maior', 'esquema', 'corrupção', 'país', 'chamados', 'p', 'imprensa']",-1
3098,"['rt', 'hugorebal', 'ei', 'realdonaldtrump', 'olha', 'ministro', 'relações', 'exteriores', 'aloysionunes', 'acha', 'deixava']",-1
3099,"['rt', 'teresinhalopes', 'cadê', 'caridade', 'muçulmana', 'emirados', 'árabes', 'recebem', 'refugiados']",-1
3100,"['bulgária', 'mimimi', 'esquerdista', 'sofreram', 'pele', 'urss', 'querem', 'globalismo', 'comunismo', 'httpstcoiwxdlsi6yv']",6.3
3101,"['novo', 'livro', 'nick', 'adams', 'guerreiro', 'green', 'card', 'leitura', 'obrigatória', 'meritocracia', 'caminho', 'canadá', 'au', 'httpstcow9o0phwjkp']",-1
3102,"['quer', 'refugiados', 'então', 'pare', 'criálos', 'httpstco1wsmwmteio']",-1
3103,"['portugueses', 'devem', 'passos', 'coelho', 'ter', 'tido', 'coragem', 'dizer', 'salgado', 'stresses', 'ricardo', 'leva', 'guito', 'pró', 'panamá']",-1
3104,"['rt', 'vazatemer', 'vazatemer', 'painel', 'onu', 'temer', 'infla', 'dados', 'sobre', 'refugiados', 'recebidos', 'brasil', 'httpstcox98tay6ar0']",-1
3105,"['quer', 'refugiados', 'pare', 'crialos', 'httpstcozn9bn22ejq']",-1
3106,"['xismaisxis', 'n', 'quer', 'dizer', 'algo', 'islão']",-1
3107,"['fufas', 'deus', 'quiser']",4.2.1
3108,"['patético', 'democratas', 'ainda', 'terem', 'aprovado', 'toda', 'equipe', 'httpstcomriesiunme']",-1
3109,"['porque', 'todas', 'fufas', 'qd', 'novas', 'dizem', 'bi']",4.1
3110,"['daleajactaest', 'olha', 'afinal', 'islão', 'pai', 'tens', 'argumento', 'mesma', 'tens', 'substituir', 'hitler', 'isis', 'httpstcou3y9xszaux']",-1
3111,"['carmeloneto', 'incompetentes', 'cuidam', 'povo', 'brasileiro', 'poucos', 'refugiados', 'aqui']",-1
3112,"['oanjo14', 'valeriyyuri', 'oh', 'fds', 'ucraniano', 'merda', 'vem', 'aqui', 'volta', 'terra', 'fdp']",2.7.2
3113,"['suécia', 'país', 'continuou', 'dar', 'subsídios', 'estado', 'durante', '1', 'ano', 'homem', 'converteu', 'islão', 'lutar', 'isis']",-1
3114,"['viseu', 'originou', 'situação', 'ligeira', 'impressão', 'porto', 'vai', 'agravar', 'vêem', 'overdose', 'tourette', '2', 'httpstcobqljjlaw7l']",-1
3115,"['obomdeserbrasileiroé', 'menos', 'nao', 'vem', 'refugiados', 'oriente', 'médio', 'pra', 'k', 'caras', 'nao', 'sao', 'burro']",7.2
3116,"['duas', 'evidências', 'consequência', 'volta', 'casa', 'faz', 'boa', 'viagem', 'imigraçãoinvasora', 'islão', 'realdonaldtrump', 'httpstcowymviucim5']",7.1
3117,"['rt', 'thatdiogo', 'q', 'adoro', 'fufas', 'httpstcobdgyxdnw10']",4.2.1
3118,"['rt', 'aluizcosta', 'prefeita', 'calais', 'direita', 'moderada', 'partido', 'fillon', 'proíbe', 'dar', 'comida', 'refugiados', 'httpstcollb8sa3v4n']",7.2
3119,"['refugiados', 'passam', '03', 'população', 'planeta', 'httpstco0gyebrx7mj']",-1
3120,"['reportagem', 'folha', 'sp', 'hoje', 'tipo', 'reportagem', 'aliado', 'programas', 'amor', 'sexo', 'fatima', 'bernardes', 'httpstcoxyijiyhlji']",-1
3121,"['vitor92manoel', 'argumento', 'crise', 'refugiados', 'precedentes', 'alarmismo', 'alimenta', 'pânico', 'xenofobia']",-1
