,tokens,class
2240,"['jairbolsonaro', 'responde', 'a', 'falsa', 'acusação', 'da', 'revista', 'veja', 'sobre', 'ele', 'ter', 'planejado', 'praticar', 'atos', 'terroristas', 'httpstcoaoybjydvbq']",-1
2241,"['rt', 'joaquinvoltou', 'iu', 'fater', 'cry', 'in', 'the', 'shower', 'significa', 'seu', 'pai', 'chora', 'no', 'banho', 'em', 'inglês']",-1
2242,"['muito', 'bem', 'se', 'concordo', 'com', 'as', 'iniciativas', 'mesmo', 'dos', 'adversários', 'não', 'tenho', 'problema', 'em', 'congratularme', 'cmlisboa', 'httpstcou5smprcmzl']",-1
2243,"['a', 'possível', 'vitória', 'de', 'geert', 'wilders', 'é', 'mais', 'uma', 'esperança', 'para', 'esta', 'europa', 'em', 'mudança', 'força', 'geertwilderspvv', 'httpstcoovbwfxpjgl']",-1
2244,"['vocês', 'já', 'aprenderam', 'a', 'cantar', 'a', 'marchinha', 'sensação', 'do', 'carnaval', '2017', 'httpstconzhdmavjen']",-1
2245,"['calotêira', 'pague', 'a', 'conta', 'claudialeittenocaldeirão', 'httpstcovwtpfhn3vm']",-1
2246,"['essas', 'fãs', 'de', 'fitfi', 'harmony', 'camila', 'cabello', 'são', 'tudo', 'retardada', 'pai', 'ausente', 'e', 'ficam', 'se', 'esfregando', 'a', 'pereréquinha', 'pra', 'aparecer', 'tá', 'na', 'moda', 'paz']",-1
2247,"['eu', 'ia', 'e', 'voltava', 'várias', 'vezes', 'com', 'todo', 'o', 'respeito', 'chrisbranco']",-1
2248,"['alô', 'rapaziada', 'hora', 'de', 'desligar', 'da', 'rede', 'social', 'agora', 'é', 'sabadão', 'churrascão', 'cervejão', 'e', 'mais', 'tarde', 'praticar', 'aquele', 'coito', 'abraço', 'a', 'todos', 'paz']",-1
2249,"['rt', 'joaquinvoltou', 'vocês', 'já', 'aprenderam', 'a', 'cantar', 'a', 'marchinha', 'sensação', 'do', 'carnaval', '2017', 'httpstconzhdmavjen']",-1
2250,"['saoblack', 'jairbolsonaro', 'globonews', 'pois', 'é', 'cara']",-1
2251,"['catarinamart', 'e', 'eu', 'sou', 'o', 'candidato', 'do', 'pnr', 'à', 'mesma', 'câmara', 'httpstcouy9pd4jzdf']",-1
2252,"['sadboykevyn', 'nunca', 'penses', 'que', 'algo', 'é', 'o', 'mais', 'qualquer', 'coisa', 'quando', 'se', 'pensa', 'ter', 'chegado', 'ao', 'fundo', 'percebese', 'que', 'não', 'há', 'fundo']",-1
2253,"['um', 'filho', 'vem', 'atrapalhar', 'criam', 'a', 'lei', 'do', 'aborto', 'um', 'idoso', 'atrapalha', 'criam', 'a', 'lei', 'da', 'eutanásia', 'eis', 'as', 'soluções', 'do', 'materialismo', 'individualista']",-1
2254,"['me', 'preparando', 'pra', 'ir', 'pra', 'melbourne', 'flórida', 'vejo', 'vocês', 'todos', 'em', 'breve', 'httpstcoinfzivqew2']",-1
2255,"['rt', 'boloposte', 'aqui', 'se', 'pode', 'ver', 'como', 'ederson', 'apesar', 'de', 'tocar', 'na', 'bola', 'primeiro', 'depois', 'atropela', 'o', 'seu', 'adversário', 'penalty', 'bem', 'assinalado', 'co']",-1
2256,"['tchulim', 'gente', 'que', 'fofura']",-1
2257,"['o', 'uso', 'de', 'turbantes', 'por', 'pessoas', 'brancas', 'é', 'apropriação', 'cultural', 'httpstco5ahzxh9szb', 'via', 'cartacapital']",-1
2258,"['lucasmzanella', 'vale', 'a', 'pena', 'ler', 'o', 'artigo', 'antes', 'de', 'falar', 'merda']",-1
2259,"['lucasmzanella', 'leu', 'mesmo', 'ou', 'falta', 'interpretação', 'de', 'texto', 'httpstcoqrkhcfktrc']",-1
2260,"['o', 'que', 'incomoda', 'é', 'ele', 'trabalhar', 'no', 'g1', 'e', 'escrever', 'hajir', 'como', 'se', 'fosse', 'verbo', 'fora', 'a', 'conta', 'verificada', 'httpstcozduxa74dar']",-1
2261,"['lucasmzanella', 'e', 'quando', 'não', 'pôde', 'tem', 'alguma', 'lei', 'que', 'proíbe', 'tem', 'alguma', 'polícia', 'que', 'prenda', 'quem', 'não', 'usa', 'tem', 'alguém', 'defendendo', 'isso']",-1
2262,"['lucasmzanella', 'olha', 'nem', 'vale', 'a', 'pena', 'viu', 'lê', 'o', 'texto', 'direito', 'pq', 'né']",-1
2263,"['bom', 'dia', 'pra', 'quem', 'bolsonaromerepresenta', 'bolsonaro2018', 'httpstcoyshztevmzv']",-1
2264,"['rt', 'ajulysantos', 'se', 'bolsonaro', 'for', 'eleito', 'vai', 'ser', 'engraçado', 'assistir', 'manifestações', 'organizada', 'pelo', 'mbl', 'junto', 'com', 'a', 'une', 'machistas', 'não', 'passa']",-1
2265,"['anapaulavolei', 'jdoriajr', 'o', 'bolsonaro', 'coloca', 'milhares', 'de', 'pessoas', 'em', 'aeroporto']",-1
2266,"['rt', 'bolsonarosp', 'veja', '6', 'páginas', 'sobre', 'jairbolsonaro', 'repórter', 'nos', 'acompanhou', 'numa', 'ida', 'para', 'campina', 'grande', 'e', 'joão', 'pessoa', 'semana', 'passada']",-1
2267,"['rt', 'oautentico3', 'lamarca', 'foi', 'tentar', 'correr', 'atrás', 'do', 'blocosovietico', 'não', 'teve', 'pique', 'pra', 'acompanhar', 'e', 'morreu', 'no', 'meio', 'do', 'caminho', 'httpst']",-1
2268,"['rt', 'implicanteorg', 'paraná', 'pesquisas', 'intenção', 'de', 'votos', 'em', 'bolsonaro', 'poderia', 'ser', 'ainda', 'maior', 'entenda', 'httpstcooz6wsc37ny', 'httpstco']",-1
2269,"['o', 'pnr', 'apresentase', 'pela', 'primeira', 'vez', 'em', 'santamariafeira', 'em', 'autárquicas', 'força', 'anselmooliveira', 'lusanoticias', 'httpstco6ot13kpoxx']",-1
2270,"['mais', 'mel', 'na', 'chupeta', 'que', 'isso', 'impossível', 'explicação', 'cristalina', 'feito', 'água', 'a', 'bacharel', 'em', 'história', 'e', 'educadora', 'httpstcok5x79t26w7']",-1
2271,"['parabéns', 'deputado', 'apezequielteixeira', 'esse', 'brasil', 'está', 'em', 'colapso', 'cultural', 'uma', 'inversão', 'doentia', 'de', 'prioridades', 'httpstcodh8dbiolpv']",-1
2272,"['rt', 'rpsantos1970', 'é', 'curioso', 'o', 'orçamento', 'para', '2017', 'da', 'cmb', 'chapa', 'ganha', 'chapa', 'gasta', 'siga', 'barreiro', 'autárquicas2017', 'pcp', 'renovarportuga']",-1
2273,"['leia', 'a', 'matéria', 'e', 'vejam', 'como', 'as', 'falas', 'do', 'conselho', 'foram', 'intolerantes', 'os', 'conselhos', 'estão', 'contaminados', 'por', 'httpstcoxgdk666rye']",-1
2274,"['o', 'cerco', 'se', 'fechando', 'httpstco3asl9rgint']",-1
2275,"['rt', 'natanael7souza', 'para', 'aquele', 'comediante', 'chama', 'rafinhabastos', 'que', 'dizia', 'que', 'bolsonaro', 'estava', 'sozinho', 'bolsonaromerepresenta', 'httpstco']",-1
2276,"['acabei', 'de', 'ouvir', 'um', 'casal', 'com', 'rastas', 'dizer', 'isto', 'as', 'pessoas', 'passam', 'por', 'nós', 'e', 'dizem', 'que', 'cheiramos', 'malpffffelas', 'é', 'que', 'cheiram', 'a', 'champô']",-1
2277,"['erro', 'de', 'percepção', 'mútuo', 'ou', 'mentira', 'constante', 'dão', 'tantas', 'vezes', 'o', 'dito', 'por', 'não', 'dito', 'httpstcoavkb0g8bmz']",-1
2278,"['isp', 'outro', '“', 'erro', 'de', 'percepção', 'mútuo', '”', 'além', 'de', 'faltar', 'ao', 'prometido', 'mentiu', 'aos', 'portugueses', 'da', 'forma', 'mais', 'descarada', 'httpstcoujm9hqupfq']",-1
2279,"['um', 'juiz', 'dos', 'estados', 'unidos', 'resolveu', 'educar', 'ao', 'invés', 'de', 'simplesmente', 'punir', 'cinco', 'adolescentes', 'que', 'haviam', 'feito', 'httpstcoqygzl6farj']",-1
2280,"['rt', 'folhadsp', 'em', 'homenagem', 'a', 'revolução', 'russa', 'bancada', 'do', 'psol', 'quer', 'que', 'relógios', 'sejam', 'atrasados', 'em', '1', 'século', 'httpstcoqdw0dok8wh']",-1
2281,"['rt', 'miguelparaiso23', 'roses', 'are', 'red', 'violets', 'are', 'blue', 'pa', 'quê', 'o', 'jonas', 'se', 'temos', 'o', 'mitroglou']",-1
2282,"['calma', 'sportinguistas', 'já', 'podem', 'respirar', 'de', 'alívio', 'o', 'benfica', 'ganhou', 'ao', 'braga', 'o', 'vosso', '3º', 'lugar', 'está', 'quase', 'garantido']",-1
2283,"['rt', 'homemdbranco', 'bye', 'bye', 'vão', 'lá', 'para', 'o', '2º', 'lugar', 'carregabenfica', 'httpstcoahcmoc8zkh']",-1
2284,"['meu', 'deus', 'não', 'pode', 'ser', 'sério', 'isso', 'numa', 'cidade', 'em', 'que', 'pessoas', 'morrem', 'na', 'fila', 'do', 'hospital', 'absurdo', 'httpstcoixbdtdydvg']",-1
2285,"['rt', 'jmnoticia', 'especialistas', 'discutem', 'influência', 'de', 'ciência', 'e', 'religião', 'na', 'psicologia', 'cristã', 'httpstcohtjke3b2hh', 'marisalobo', 'marcofel']",-1
2286,"['lisboaamanhã', 'é', 'a', 'vossa', 'vez', '21h30teatro', 'do', 'bairro', 'há', 'menos', 'bilhetes', 'q', 'rins', 'dos', 'defesas', 'do', 'braga', 'depois', 'do', 'mitro', 'httpstcomkqgixspuj']",-1
2287,"['minha', 'declaração', 'sobre', 'o', 'que', 'está', 'acontecendo', 'na', 'suécia', 'foi', 'referência', 'a', 'reportagem', 'exibida', 'na', 'foxnews', 'em', 'relação', 'httpstcobjklazyjlt']",-1
2288,"['rt', 'arthurquezada', 'mitroglou', 'faz', '0x1', 'depois', 'de', 'brigar', 'muito', 'pela', 'bola', 'benfica', 'vai', 'vencendo', 'o', 'braga', 'e', 'se', 'mantendo', 'na', 'liderança', 'do', 'campeonat']",-1
2289,"['rt', 'informglorious', 'mitroglou', 'kmitroglou', 'marcou', 'o', 'golo', 'da', 'vitória', 'por', '01', 'sobre', 'o', 'sc', 'braga', 'slbenfica', 'slbenficaen', 'httpstcommo']",-1
2290,"['especialistas', 'discutem', 'influência', 'de', 'ciência', 'e', 'religião', 'na', 'psicologia', 'cristã', 'httpstcoqzo95pamka']",-1
2291,"['domingo', '2103', 'limpar', 'churrasquera', 'guarda', 'o', 'revolver', 'paga', 'as', 'prostituta', 'tira', 'do', 'sexy', 'hot', 'botar', 'na', 'rede', 'vida', 'esta', 'encerrado', 'o', 'final', 'de', 'semana']",-1
2292,"['sua', 'vida', 'está', 'protegida', 'por', 'milhões', 'de', 'brasileiros', 'que', 'oram', 'por', 'ele', 'todos', 'os', 'diasdeus', 'está', 'nesta', 'causa', 'httpstco5643hnzkx3']",-1
2293,"['rt', 'inesbolsonaro', 'alô', 'trump', 'ta', 'afim', 'de', 'irritar', 'a', 'esquerda', 'to', 'mas', 'como', 'é', 'só', 'nós', 'tirar', 'uma', 'foto', 'juntos', 'blz', 'cola', 'aqui', 'na', 'casa', 'bran']",-1
2294,"['rt', 'votebolsonaro', 'quem', 'odeia', 'o', 'bolsonaro', 'não', 'quer', 'o', 'bem', 'do', 'brasil', 'bolsonaromerepresenta', 'httpstcoymsi7zh59b']",-1
2295,"['rt', 'valbelo1964', 'blogdojefferson', 'bob', 'o', 'deputado', 'está', 'vencendo', 'mais', 'uma', 'num', 'site', 'de', 'esquerda', 'httpstcoufetayifd6']",-1
2296,"['dntwit', 'saloios', 'tacanhos', 'ignaros', 'parolos', 'que', 'ofensa', 'racista', 'contra', 'o', 'povo', 'a', 'norte', 'de', 'lisboa', 'mas', 'quem', 'pode', 'pode', 'faltar', 'ao', 'respeito']",2.3
2297,"['nos', 'ultimos', '5', 'anos', 'fugiram', '52', 'reclusos', 'das', 'prisões', 'portuguesas', 'curiosamente', 'nenhum', 'deles', 'era', 'banqueiro', 'ou', 'exgovernante']",-1
2298,"['a', 'mulher', 'é', 'deposta', 'do', 'cargo', 'por', 'maquiar', 'balanço', 'público', 'e', 'quer', 'se', 'candidatar', 'só', 'o', 'brasil', 'mesmo', 'pra', 'permitir', 'ess', 'httpstcok2wf4p44fz']",-1
2299,"['chilenos', 'que', 'fugiram', 'de', 'caxias', 'foram', 'capturados', 'em', 'madrid', 'mesmo', 'assim', 'estiveram', 'mais', 'tempo', 'em', 'liberdade', 'do', 'que', 'o', 'porto', 'em', 'primeiro', 'lugar']",-1
2300,"['com', 'muito', 'orgulho', 'fui', 'eleito', 'o', 'reimomo', 'do', 'bloco', 'porão', 'do', 'dops', 'do', 'meu', 'amigo', 'editorahumanas', 'decorem', 'as', 'marchinhas', 'httpstcohul4y7wzxf']",-1
2301,"['jairbolsonaro', 'falando', 'que', 'não', 'aceitou', 'ser', 'secretário', 'da', 'prefeitura', 'do', 'mcrivella', 'não', 'aceito', 'fazer', 'política', 'dessa', 'httpstcowmxivvrjyq']",-1
2302,"['jairbolsonaro', 'humilha', 'o', 'irresponsável', 'do', 'fernando', 'henrique', 'cardoso', 'httpstcohzyd60u57y']",-1
2303,"['dia', '10', 'de', 'junho', 'é', 'dia', 'de', 'festa', 'e', 'de', 'luta', 'por', 'portugal', 'neste', 'dia', 'vamos', 'agarrar', 'a', 'chama', 'vamos', 'participar', 'e', 'ajudar', 'httpstcoh9v2fc8wwj']",-1
2304,"['olhem', 'só', 'o', 'medo', 'que', 'a', 'mídia', 'está', 'do', 'jairbolsonaro', 'ser', 'presidente', 'httpstcocn6qv9c3fc']",-1
2305,"['rt', 'biakicis', 'leiam', 'a', 'veja', 'desta', 'semana', 'jairbolsonaro', 'httpstcohu8cvpbzui']",-1
2306,"['rt', 'mozzein', 'e', 'as', 'namoradinhas', 'então', 'tia', 'httpstcohuid17fbpk']",4.2.1
2307,"['bolsonarosp', 'falando', 'como', 'foi', 'ser', 'criado', 'pelo', 'jairbolsonaro', 'httpstcomwmhjkdpi3']",-1
2308,"['trabalho', 'de', '3ª', 'a', '5ª', 'não', 'devo', 'satisfação', 'a', 'ninguém', 'parabéns', 'pela', 'postura', 'sr', 'dep', 'federal', 'és', 'a', 'cara', 'do', 'pai', 'httpstcowotj8yvft2']",-1
2309,"['rt', 'fmcarv', 'vai', 'um', 'porto', 'ferreira', 'tugao', 'httpstcoajdgmngkyc']",-1
2310,"['rt', 'doutormadureira', 'lá', 'porque', 'o', 'drárbitro', 'luís', 'ferreira', 'foi', 'o', 'advogado', 'de', 'defesa', 'dos', 'árbitros', 'corruptos', 'condenados', 'no', 'apito', 'dourado', 'não']",-1
2311,"['deem', 'uma', 'trégua', 'ao', 'povo', 'a', 'mídia', 'de', 'notícias', 'falsas', 'está', 'tentando', 'dizer', 'que', 'a', 'imigração', 'em', 'larga', 'escala', 'na', 'suécia', 'httpstcohlwzgw1jy9']",-1
2312,"['feliz', 'dia', 'presidencial', 'vamos', 'tornar', 'a', 'américa', 'grande', 'novamente']",-1
2313,"['biblía', 'não', 'autorizada', 'retrata', 'gênesis', 'a', 'criação', 'divina', 'como', 'piada', 'a', 'bíblia', 'infantil', 'em', 'quadrinhos', 'cheios', 'de', 'httpstco3ag40l3tm8']",-1
2314,"['estamos', 'de', 'olho', 'foram', '2milhoes', 'de', 'assinaturas', 'mas', 'hoje', 'somos', 'muito', 'mais', 'descontentes', 'com', 'essa', 'roubalheira', 'httpstcor2av8vyclj']",-1
2315,"['rt', 'ofuxicogospel', 'o', 'globo', 'cria', 'debate', 'negativo', 'sobre', 'a', 'psicologia', 'cristã', 'dra', 'marisalobo', 'fala', 'sobre', 'o', 'caso', 'httpstcozswd3njodo']",-1
2316,"['rt', 'inesbolsonaro', 'sim', 'a', 'inesbrasiltv', 'veio', 'chorar', 'na', 'dm', 'hehehehehe', 'httpstcog46o3nzats']",-1
2317,"['rt', 'implicanteorg', 'enquanto', 'doria', 'viaja', 'em', 'busca', 'de', 'investimentos', 'suplicy', 'quer', 'visitar', 'o', 'uruguai', 'para', 'isso', 'httpstconwuurwk2hs', 'http']",-1
2318,"['parabéns', 'muito', 'bom', 'esse', 'novo', 'estagiário', 'canalbrasil', 'bem', 'melhor', 'que', 'o', 'último', 'paz', 'httpstcoyae16nvp4n']",-1
2319,"['livro', 'as', 'grandes', 'mentiras', 'sobre', 'a', 'igreja', 'católica', 'já', 'como', '3º', 'mais', 'vendido', 'na', 'folha', 'parabéns', 'galera', 'do', 'httpstcoqftyqrzfw4']",-1
2320,"['psicólogos', 'cristãos', 'existem', 'como', 'existem', 'psicólogos', 'ateusquem', 'escolhe', 'por', 'quem', 'deseja', 'ser', 'atendido', 'é', 'o', 'cliente', 'httpstcogtfaguxctt']",-1
2321,"['reunião', 'com', 'generais', 'em', 'maralago', 'em', 'flórida', 'muito', 'interessante', 'httpstcopshszjy6zm']",-1
2322,"['266', 'mil', 'pessoas', 'entre', '200', 'milhões', 'httpstcoodxp40peky']",-1
2323,"['adquira', 'agora', 'o', 'livro', 'a', 'ideologia', 'de', 'gênero', 'na', 'educação', 'como', 'esta', 'doutrinação', 'está', 'sendo', 'introduzida', 'nas', 'httpstcoemxssysshg']",-1
2324,"['editora', 'central', 'gospel', 'famílias', 'em', 'perigo', '–', 'o', 'que', 'todos', 'devem', 'saber', 'sobre', 'ideologia', 'de', 'gênero', 'por', 'marisa', 'lobo', 'httpstcoilbxwmf61v']",-1
2325,"['acabo', 'de', 'nomear', 'o', 'general', 'hr', 'mcmaster', 'como', 'conselheiro', 'de', 'segurança', 'nacional', 'httpstcoiesaos0yfg']",-1
2326,"['só', 'funciona', 'com', 'chip', 'claro', 'httpstcotkewfjsvif']",-1
2327,"['agora', 'sim', 'lisboa', 'estamos', 'prontos', 'para', 'começar', 'httpstcojjdlm8r2oo']",-1
2328,"['amigos', 'acabei', 'de', 'fazer', 'estes', 'terrários', 'para', 'minha', 'cunhada', 'vanessa', 'alves', 'scarpimo', 'que', 'acharam', 'que', 'pena', 'que', 'httpstcotmcsgufo5v']",-1
2329,"['rt', 'bolsonarosp', 'psdb', 'votou', 'contra', 'a', 'privatização', 'da', 'cedae', 'isso', 'não', 'te', 'contam', 'né', 'será', 'mesmo', 'que', 'era', 'um', 'caso', 'de', 'privatizadores', 'x', 'estatiz']",-1
2330,"['agende', 'seminário', 'ou', 'palestras', 'para', 'liderança', 'jovens', 'e', 'igreja', 'geral', 'sobre', 'ideologia', 'de', 'gênero', 'com', '5', 'livros', 'httpstcoxmsl8gda8l']",-1
2331,"['acabei', 'de', 'fazer', 'esses', 'casos', 'para', 'minha', 'cunhada', 'vascarpim', 'minhas', 'férias', 'estão', 'rendendo', 'arte', 'rsss', 'httpstcozk8yktycfv']",-1
2332,"['rt', 'reginaldomo', 'vamos', 'derrotar', 'a', 'ideologia', 'de', 'gênero', 'escolasempartidoja', 'httpstco1h5p8aol1w']",-1
2333,"['editorahumanas', 'mblivre', 'é', 'esse', 'cachorro', 'aqui', 'httpstcothhvv4rh5h']",-1
2334,"['concordo', 'em', 'gênero', 'número', 'e', 'grau', 'httpstco0xh1lnbv8p']",-1
2335,"['o', 'repórter', 'pvedova', 'lembra', 'dos', 'crimes', 'de', 'ódio', 'cometidos', 'contra', 'imigrantes', 'mas', 'esquece', 'dos', 'números', 'de', 'crimes', 'cometidos', 'pelos', 'imigrantes']",7.1
2336,"['e', 'pvedova', 'tentou', 'fazer', 'do', 'fracassado', 'protesto', 'de', 'imigrantes', 'um', 'sucesso', 'enqto', 'redeglobo', 'esqueceu', 'dos', 'protesto', 'antidesarmamento', 'ontem']",-1
2337,"['cinquenta', 'tons', 'mais', 'escuros', 'não', 'é', 'empoderador', 'é', 'abuso', 'post', 'recente', 'do', 'nosso', 'blog', 'leia', 'em', 'httpstcoacyut0dau3']",-1
2338,"['17', 'pequenas', 'atitudes', 'machistas', 'que', 'acontecem', 'na', 'cama', 'httpstcoo8u3c1jzoj', 'via', 'buzzfeedbrasil']",-1
2339,"['flaviobolsonaro', 'responde', 'as', 'críticas', 'do', 'mblivre', 'mamaefalei', 'e', 'desesquerdizada', 'e', 'fala', 'umas', 'verdades', 'httpstcoqcmpklusku']",-1
2340,"['ferkmaciell', 'editorahumanas', 'flaviobolsonaro', 'vai', 'na', 'páginad', 'o', 'flavio', 'ele', 'fez', 'uma', 'live', 'explicando']",-1
2341,"['e', 'tem', 'evangélicos', 'fazendo', 'fantasia', 'outras', 'que', 'se', 'dizem', 'evangélicos', 'até', 'tirando', 'a', 'roupa', 'pelo', 'carnaval', 'parabéns', 'httpstco0ehul3ngis']",-1
2342,"['temos', 'que', 'nos', 'posicionar', 'é', 'uma', 'pena', 'ver', 'profissionais', 'sem', 'coragem', 'para', 'assumir', 'seus', 'direitos', 'eu', 'tenho', 'httpstcoywnpy1fmhj']",-1
2343,"['bom', 'dia', 'não', 'é', 'a', 'toa', 'que', 'os', 'ativistas', 'esquerdopatas', 'fazem', 'protestos', 'contra', 'o', 'presidente', 'trump', 'httpstcorgdze5lwht']",6.3
2344,"['rt', 'lfrancobastos', 'about', 'last', 'night', 'overdose', 'de', 'tourette', 'checkem', 'as', 'datas', 'e', 'vejamnos', 'pelo', 'país', 'ruihcruz', 'opauloalmeida', 'istoeserio', 'd']",-1
2345,"['alerta', 'do', 'jornalista', 'alexandregarcia', 'adquira', 'os', 'livros', 'a', 'ideologia', 'de', 'gênero', 'na', 'educação', 'e', 'famílias', 'em', 'httpstcoqs1i1jxfti']",-1
2346,"['você', 'encontra', 'os', 'melhores', 'preços', 'de', 'passagens', 'aéreas', 'em', 'todas', 'as', 'cias', 'nacional', 'e', 'internacional', 'com', 'a', 'fãtur', 'viagens', 'httpstcokv114sx6t1']",-1
2347,"['esta', 'matéria', 'explica', 'todo', 'conteúdo', 'dessa', 'biblia', 'infantil', 'que', 'ridicularizam', 'personagens', 'e', 'acontecimentos', 'dá', 'httpstcomombrpjwfb']",-1
2348,"['parabéns', 'ao', 'nosso', 'novo', 'conselheiro', 'de', 'segurança', 'nacional', 'general', 'hr', 'mcmaster', 'vídeo', 'httpstcoyhpfsz5hg4', 'httpstcocpzbhiy9yg']",-1
2349,"['o', 'tuiter', 'ainda', 'respira', 'httpstcoc3iyzgykrh']",-1
2350,"['rt', 'rpsantos1970', 'esta', 'é', 'a', 'nossa', 'realidade', 'pexit', 'eurogroup', 'portugal', 'httpstcouwxkw5bsjs']",-1
2351,"['psdb', 'zoando', 'o', 'socialismo', 'aquele', 's', 'ali', 'no', 'meio', 'é', 'de', 'que', 'mesmo', 'hein', 'ser', 'o', 'pai', 'do', 'estatuto', 'do', 'desarmamento', 'é', 'o', 'httpstcoz9mfngvd0r']",-1
2352,"['o', 'politicamente', 'correto', 'é', 'algo', 'completamente', 'doentio', 'cogita', 'até', 'homem', 'menstruar', 'httpstcooiug6vhh4c']",-1
2353,"['a', 'mulher', 'é', 'perfeita', 'linda', 'trabalhadora', 'dá', 'paulada', 'nas', 'feminista', 'e', 'não', 'tem', 'feicebuk', 'acho', 'que', 'vou', 'pedilá', 'em', 'cas', 'httpstco7begp3dedp']",3
2354,"['edvaldocmelo', 'obrigado', 'pelo', 'reconhecimento', 'faremos', 'o', 'nosso', 'melhor']",-1
2355,"['rt', 'joaquinvoltou', 'o', 'tuiter', 'ainda', 'respira', 'httpstcoc3iyzgykrh']",-1
2356,"['para', 'reinaldoazevedo', 'o', 'simples', 'fato', 'de', 'apoiar', 'jairbolsonaro', 'é', 'ser', 'direita', 'xucra', 'conversar', 'o', 'quê', 'com', 'um', 'cara', 'desses', 'babaca', 'total']",-1
2357,"['os', 'portugueses', 'hoje', 'já', 'vão', 'conseguir', 'dormir', 'httpstcojcc87g4qtf']",-1
2358,"['fisco', 'deixou', 'sair', '10', 'mil', 'milhões', 'p', 'offshores', 'sem', 'qq', 'controlo', 'mas', 'se', 'o', 'meu', 'pai', 'transferir', 'p', 'mim', '5', 'mil', 'o', 'banco', 'de', 'portugal', 'é', 'logo', 'alertado']",-1
2359,"['carlosjbpaz', 'apenas', 'constatação', 'de', 'uma', 'fuga', 'anunciada']",-1
2360,"['pintomondim', 'nunca', 'se', 'sabe', 'imagina', 'que', 'lhe', 'sai', 'o', 'euromilhões', 'e', 'decide', 'dividir', 'com', 'os', 'filhos', 'eu', 'só', 'não', 'queria', 'que', 'ele', 'tivesse', 'problemas']",-1
2361,"['rt', 'carlosbolsonaro', 'há', 'algo', 'sonso', 'e', 'canalha', 'no', 'ar', 'quando', 'psdbistas', 'resolvem', 'criticar', 'bolsonaro', 'por', 'posicionamento', 'q', 'o', 'mesmo', 'psdb', 'teve', 'iss']",-1
2362,"['rt', 'naokahlo', 'cinquenta', 'tons', 'mais', 'escuros', 'não', 'é', 'empoderador', 'é', 'abuso', 'post', 'recente', 'do', 'nosso', 'blog', 'leia', 'em', 'httpstcoohhtwkt3wy', 'http']",-1
2363,"['rt', 'zecarlosantos2', 'com', 'bolsonaro', 'acaba', 'essa', 'estória', 'de', 'tratar', 'criminosos', 'como', 'cidadãos', 'de', 'primeira', 'categoria', 'e', 'o', 'resto', 'como', 'resto', 'bolson']",11.8
2364,"['que', 'loucura', 'olha', 'o', 'que', 'está', 'rolando', 'na', 'internet', 'é', 'gravíssimo', 'quem', 'lembra', 'da', 'tal', 'doida', 'que', 'acusou', 'o', 'dep', 'httpstcouh7jbpldnn']",-1
2365,"['muito', 'bem', 'não', 'tem', 'nada', 'que', 'se', 'subjugar', 'é', 'a', 'coerência', 'e', 'firmeza', 'de', 'quem', 'defende', 'a', 'identidade', 'bravo', 'mlpofficiel', 'httpstcodyevzs3kb6']",-1
2366,"['extra', 'próxima', 'novela', 'das', '9abordará', 'transgêneros', 'desde', 'a', 'infância', 'lembrese', 'que', 'a', 'associação', 'americana', 'de', 'httpstco9cqui5emjc']",-1
2367,"['publico', 'haja', 'administrações', 'com', 'juízo', 'finalmente', 'as', 'coisas', 'parecem', 'estar', 'a', 'mudar', 'realdonaldtrump']",-1
2368,"['ioen', 'parabéns', 'irmão', 'saúde', 'e', 'paz', 'amém']",-1
2369,"['puta', 'que', 'pariu', 'alguêm', 'entendeu', 'alguma', 'coisa', 'httpstco5vie6lcexx']",-1
2370,"['o', 'sr', 'neto', 'não', 'deve', 'ter', 'mais', 'lágrimas', 'força', 'guerreiro', 'cabelorosafelipeneto', 'httpstcowr5awzx00w']",-1
2371,"['depois', 'do', 'mexia', 'e', 'do', 'catroga', 'chineses', 'preparamse', 'para', 'contratar', 'mitroglou', 'querem', 'tirarnos', 'tudo', 'até', 'a', 'luz', 'que', 'nos', 'ilumina']",1
2372,"['será', 'que', 'o', 'passos', 'não', 'consegue', 'encontrar', 'nenhuma', 'lone', 'star', 'que', 'aceite', 'sacrificarse', 'por', 'lisboa']",-1
2373,"['suspeitei', 'um', 'só', 'não', 'suportaria', 'tanta', 'decepção', 'felipeneto']",-1
2374,"['ela', 'é', 'primeira', 'dama', 'e', 'tem', 'direito', 'de', 'orar', 'o', 'que', 'quisero', 'problema', 'é', 'o', 'cristianismoné', 'httpstcookeqgnwc60']",-1
2375,"['uééé', 'não', 'são', 'direitos', 'iguais', 'não', 'lutam', 'por', 'igualdade', 'ou', 'é', 'só', 'a', 'igualdade', 'dá', 'conveniência', 'quando', 'essas', 'httpstcorjcvpzpm8b']",-1
2376,"['portugal', 'vai', 'retirar', 'a', 'queixa', 'contra', 'espanha', 'se', 'os', 'espanhóis', 'aceitarem', 'armazenar', 'em', 'almaraz', 'os', 'ativos', 'tóxicos', 'da', 'banca', 'portuguesa']",-1
2377,"['americanos', 'são', 'amplamente', 'contra', 'cidades', 'santuário', 'httpstcog5ehybqlgj', 'httpstco86k040gegi']",-1
2378,"['rt', 'joaquinvoltou', 'puta', 'que', 'pariu', 'alguêm', 'entendeu', 'alguma', 'coisa', 'httpstco5vie6lcexx']",-1
