text,class
"@edmilsonpapo10 @reinaldoazevedo 
Reinaldo Azevedo morreu quando mandou Sergio Moro ir ""catar coquinho"".
https://t.co/BZvFDjFGtL",-1
"A SorosMídia tenta de todas as maneiras fazer o ocidente ""engolir"" os refugiados.
Aqui não neném..... https://t.co/RrgarkZU6S",7.2
RT @o_antagonista: Os políticos que Moro conseguiu condenar https://t.co/1UiUjk2moS https://t.co/8pTLqYbpTS,-1
"RT @edmilsonpapo10: @agnaldoregojr @reinaldoazevedo @YouTube isso pra mim é irrelevante, queria pegá-lo mentindo, e consegui",-1
"Primeiramente Bolsonaro
Segundamente Presidente!",-1
"Diferença entre ""manifestante"" e ""terrorista"".
Esquerdista = vagabundo baderneiro.
Conservador = patriota, gente do _ https://t.co/XvQzqwFtHs",6.2
@bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao,1.3@3.3.1@4.2.1@4.2.2
RT @barata2001: @bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao,4.2.1@4.2.2
"RT @AltRightBR: Destrua o comunismo como uma cobra a ser morta antes de seu nascimento, pois sua mordida é letal. A praga vermelha não pode _",-1
"RT @zecarlosantos2: Os “antifascistas” contra Trump são os novos fascistas, como alertava Churchill @lsantanna @AdrianaCarranca https://t.c _",-1
"@ning_em não, por questões d adaptação, mete um inglês branco como neve em angola e vê em qnt tempo ele apanha um escaldão",-1
RT @JanainaDoBrasil: 10- Eu entendo que não. Acho que muito do buraco em que o Brasil se encontra decorre da ausência de empreendedores dis _,-1
"RT @JanainaDoBrasil: 12- estou falando de empresários e grupos milionários, que se beneficiam de financiamentos que, a meu ver, deveriam se _",-1
RT @JanainaDoBrasil: 13- Essa prática enraizada em nosso país faz com que os empresários sejam subservientes a quem está no poder. No lugar _,-1
"RT @JanainaDoBrasil: 15- muitos criticam o liberalismo e o capitalismo, mas a verdade é que o Brasil nunca foi verdadeiramente liberal.",-1
"RT @JanainaDoBrasil: 16- só existe liberalismo e concorrência real, quando todos os agentes correm riscos.",-1
"RT @JanainaDoBrasil: 17- precisamos, mais que combater a corrupção, mudar essa mentalidade.",-1
"RT @edmilsonpapo10: ""Dilma e Lula, agiram contra a Lava Jato"" Reinaldo Azevedo em 2016
""O PT nunca agiu contra a Lava Jato"" R Azevedo em 2 _",-1
"RT @edmilsonpapo10: @rodrigojfmg1 eu defendi Reinaldo várias vezes, mas agora ele mentiu descaradamente isso não tem defesa... https://t.co _",-1
RT @TonyStarkMeta: Doria e Bolsonaro não podem brigar. Não até ambos irem pro segundo turno.,-1
"O canalha e ditador @NicolasMaduro conseguiu destruir a Venezuela.
Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe",-1
Agora sim está correto @pecesiqueira abraço #paz https://t.co/DUoMBeWwqu,-1
@JOAQUINVOLTOU @JQTEIXEIRA tinha que ser o @reasalvagni,-1
"RT @AltRightBR: Lembre-se: mais do que nunca, o Brasil precisa de você. Com a nossa própria ousadia, garra e força, iremos combater a praga _",-1
"RT @arabiangirlxx: Tipo a doença mais comum em Angola é catinga . Os pacientes entram 'Médico , tenho catinga o que faço?' Nada filho,não t _",1.3@2.3.1
"Acima de tudo, uma vitória esmagadora da classe https://t.co/s9lvC87ILS",-1
"Tinha tantas saudades do meu tio, não quero que ele volte para a Angola mais ",-1
"meu tio diz que eu sou brega, só porque curto umas músicas antigas",-1
"meu tio disse que quer mudar meu gosto musical..
ATREVA-SE",-1
Hoje eu vou na igreja,-1
isso quer dizer que já estou atrasada para começar a me arrumar,-1
isto realmente eh uma grande rede de fufas,4.2.1
"Foda-se
Esqueci-me que todas as feministas são fufas https://t.co/SLGGngREku",4.2.1
Saudades exército de fufas revoltadas com esta sociedade machista e CIS a atacarem as pessoas,4.2.1
"as fufas usam sempre o msm argumento
""como mais cona que tu""",4.2.1
"RT @imjustkiff: as fufas usam sempre o msm argumento
""como mais cona que tu""",4.2.1
2 FUFAS CONTRA UM PRETO TODO BACA,1.3@4.2.1
"A travesti Dandara, de 42 anos, foi espancada, torturada e morta por cinco homens em 15 de fevereiro, no bairro... https://t.co/ngogXbtumi",3.3.4
Obrigado pelos grandes comícios por todo país. Tremendo apoio. Vamos Tornar a América Grande Novamente! https://t.co/ncyrBNc5aQ,-1
RT @lobaoeletrico: MEUS AMIGOS . A VENEZUELA ESTÁ VIVENDO EM RITMO DE GENOCÍDIO NÃO TEMOS NA MÍDIA NADA QUE DÊ A DIMENSÃO DESSA TRAGÉDIA,-1
"RT @marcknho: @lobaoeletrico Venezuela só com intervenção militar externa, o povo não tem força armada e nem força física para lutar.",-1
Fla Flu decisivo e mais um título do Fluminense. Isso só comprova q @alex_borges e @BlogDoPim sabem tudo de política e nada de futebol! ,-1
"@levantepopular 
Vá se fuder!
Venezuelanos fugindo para o Brasil e vocês chupando o saco desse merda?",-1
RT @GABRIELPlNHEIRO: Multa de 5 mil reais ou vai apagar pichações pela cidade https://t.co/m73qDWPHXN,-1
"Tá linda, santa! https://t.co/6DfUu5kQVz",-1
RT @belongtocarey: Façam zoom no pescoço do Éder https://t.co/1EbyFKcxvy,-1
"Educação eu tenho
O que não tenho é paciência. —_ drinking Coca-Cola Angola",-1
RT @Ramo_Jr: Aberrações da Agenda Globalista.  https://t.co/O2WpXJUYgP,-1
"@CTonsa 
HAHAHAHAHAHAHA
E não é que parece?",-1
"RT @o_antagonista: O leitor do Antagonista responde: Sim 78,3% x 21,7% Não https://t.co/aEc9Dqoz6a https://t.co/ODMoWREhOo",-1
"@alex_borges @mvsmotta @BlogDoPim @andreazzaeditor Deixa o chefe Olavo saber disso, rrsss... ST!",-1
"RT @jpintocoelho60: Duas evidências! Consequência: volta para tua casa, faz boa viagem!
#ImigraçãoInvasora #Islão
@realDonaldTrump https:// _",5.1@7.1
"Se a Isabel Angelino continuar a rir tanto, o botox dela é que vai precisar dos 12 pontos
#FestivaldaCancao2017",-1
RT @NAOKAHLO: Avaliação do nosso livro #MeuAmigoSecreto: feminismo além das redes na @amazonBR  Obrigada! https://t.co/pXpyDcQ3DB,-1
"Portugueses, não se esqueçam de votar agora na música que nos vai envergonhar na Eurovisão
#festivaldacanção",-1
"DOMINGO 19:32
ESCONDE O REVOLVER
PAGA AS PROSTITUTA
TIRA O FILME PORNÔ
COLOCAR NA REDE VIDA
CHÁ DE BOLDO
DECLARO ENCERRADO
O FINAL DE SEMANA",-1
"Se uma pessoa vê esse documentário e ainda acha que os refugiados não deveriam ser aceitos nos lugares, ela é muito sem coração.",-1
@RevistaEpoca @gurovitz E porque a Arábia Saudita não acolhe os refugiados? Não acolheu nenhum deles até hoje.,-1
"Bom resultado para o Vitória.
Empatar na casa de um rival directo pela entrada na Liga Europa é sempre positivo
#Bardamerda",-1
RT @Mrmatheusgarcia: Meu pai acabou de chegar em Angola. 5° país africano que ele vai trabalhar. E não é pra qualquer um. O pai é foda. #Ma _,-1
Nao sei qual é a parte de que neste momento nao quero ir para angola que eles nao entendem,-1
"DT (((Ana Gomes, MEP))): RT Maka Angola: Bento Kangamba Não Tem Juízo https://t.co/IT7BknsvtI https://t.co/5UK5X6w8JX",-1
"Pessoal que é todo ""eu não mato animal nenhum"". Uma semana em Angola e depois falamos",-1
Mas não há muito o que Berlim possa fazer para responder ao insulto. A Alemanha depende de Erdogan para frear o fluxo de refugiados.,-1
"Carmen Lucia sussurra: ""Socorro, me tirem daqui"" https://t.co/dEZD4yjpfV",-1
"O SUS está sucateado, não consegue atender o cidadão com problemas graves de saúde, não tem medicamento, os... https://t.co/2rM5BJMsAA",-1
RT @JessedosSanto18: @marisa_lobo Gostei do vídeo que você fez sobre a Disney.Você tem todo o meu apoio.Deus te abençoe e te guarde!,-1
não sei como esse cara não virou fixo do elenco do @TheNoiteOficial https://t.co/Lxk7uwfr5C,-1
"RT @FussballSehr: Operação Research
Universidade Federal
Delator da Odebrecht https://t.co/nCDH6OQssR",-1
"RT @blogdojefferson: Marcelo disse que se reuniu mais de 100 vezes com Dilma. E ela diz que ele ""insulta a minha honestidade"". Dilma insult _",-1
@ruben5018 @grilo_18 @francisco9dinis @EduAntonio18 os refugiados não têm fifa !! Nem aulas até às 17 e 30,7.2
RT @GABRIELPlNHEIRO: Veja tem medo do PSDB perder lugar https://t.co/eqAnbcnXlj,-1
"Vendo muita gente que se dizia ""Direita"" falando que vai votar no Doria caso se candidate. se o PT colocar um gestor vc votaria nele?",-1
@Bolsonaopressor PT E PSDB =  MESMA BOSTA,-1
"RT @edmilsonpapo10: Só canalhas desocupados exigem inutilidades como essa...
Aliás, o Rio sempre sai na frente quando o assunto são canalha _",-1
"RT @PastorMalafaia: Imperdível! No domingo, dia 12, veja a entrevista que dou a Roberto Cabrini. Será meia-noite, no SBT.",-1
"RT @zecolmeiazuero: @marisa_lobo Tem dinheiro para isso, mas não conseguem fazer uma simples ressonância magnética. Pra essas coisas tem di _",-1
"RT @RafaelWinterS_: @marisa_lobo tenho 22 anos e desde que me entendo por gente, existem estas mesmas reclamações sobre o SUS, nunca foi bo _",-1
Isto faz tanto sentido como dizer q angola não é uma colônia https://t.co/EuY2GjaXlG,-1
"""where are you from"" 
""Angola""
""olá, não sabia que eras português"" https://t.co/rbeCS5Xorl",2.3.1
"@carol_moura13 @RitaBranco02 opa, que fufas tratem se",4.2.1
"RT @vascof87: @carol_moura13 @RitaBranco02 opa, que fufas tratem se",4.2.1
@luana_filipaa acho  melhor q ele use so  mao pq realmente este mundo anda todo assim só fufas para um lado gays para otr ih nada contra ahn,4.2.1@4.2.2
RT @dam_ocu: Isto faz tanto sentido como dizer q angola não é uma colônia https://t.co/EuY2GjaXlG,-1
"@ProcessinhoBR @srdeabo é engraçado e retrata um pouco do lado ""marginal"" de recife-olinda... esse é o twitter @canalToNoTube",-1
"@jazz0deon Um cristao é, de certa forma, um ateu para o budismo, para o islao, etc... Na mesma",-1
@keilapitica @otmar03 @FussballSehr @GABRIELPlNHEIRO @pauloap @ClaudeLuca_ @wendellgjj a da mulher é essa aqui  https://t.co/ZDnUCFPDqh,-1
RT @FridasUnidas: 8 de março!!! Todas na rua!!! #feminismo #feministas #oitodemarço https://t.co/eLSkoJI7oV,-1
"RT @someriseing: eu tenho um livro extra em casa, se alguma das amiga aqui do twinto quiser, eu mando <3 https://t.co/6jsdxbn0rU",-1
"RT @aiaiai63: Vitória (ES), Praça 8, a partir das 8 horas, dia 8 https://t.co/6lK02n6Bkj https://t.co/VeKlvJWVJU",-1
RT @_BrenddaLima: Vai ter programação em Fortaleza. https://t.co/BeVgua6J7u,-1
"RT @paribago: Vamos marcar presença, molieres maravilhosas do meu Brasil? https://t.co/OMwXIoZWhc",-1
E se você não tivesse que escolher entre abolicionismo e feminismo? –  Empório do Direito https://t.co/Eyw2VOCEzV,-1
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq,-1
"@ariadnetelles não sei, só estamos divulgando =/",-1
RT @blogfeministas: Campanha #PelaVidaDasPessoasTrans pq a luta contra a transfobia tbm é uma luta feminista https://t.co/2eSvMYgjkU https: _,-1
@joanaccbarbosa @t4keshy sim mas n gosto de fufas.,4.2.1
onde estão as FEMINISTAS ??? https://t.co/xEVjoZie3h,-1
"RT @Silvio_MKT: Gays franceses estão migrando para a direita; e a razão disso é bem simples, o avanço do islamismo na Europa. https://t.co/ _",-1
RT @GABRIELPlNHEIRO: Muçulmanos vandalizam lápides de judeus e cristãos https://t.co/34oF7ej9Pr,5.3
@HAndreSilva @t4keshy Não há cá fufas.,4.2.1
"Se você fosse candidato de direita à presidência na França, teria sua imunidade cassada por postar essa vídeo. Pois _ https://t.co/9EENktfyly",-1
"RT @GABRIELPlNHEIRO: As feministas tão contra a Emma Watson por causa do decote dela  aahahah
Bem feito https://t.co/sNePeENnO0",-1
"RT @IvoSilv55368011: @GABRIELPlNHEIRO feminismo é loucura utópica, uma aberração de mentes perturbadas, com um tarja preta intravenosa elas _",-1
"RT @axecabinda: Evitar carne de ganso (quizila de Oxum)
Não comer carne de pombo ou galinha d'angola
Não ter dentro de casa penas de pavão _",-1
"@macsanto777 voce ta lendo muito catraca livre meu amigo ...Fidel que matou milhoes tirou foto ao lado de LULA, DILMA, AECIO..",-1
@macsanto777 Se o cara é extremista e tira foto com bolsonaro..isso nao faz o fotografado se tornar nazista.,-1
RT @K_prishe: @NAOKAHLO realizei o sonho dá minha esposa e levei ela pra NYC e é claro não podia faltar o yellow umbrella  https://t.co/ _,-1
@macsanto777 Nazista é contra JUDEU..contra Israel... bolsonaro é pro-Israel.... o que uma pessoa que defende israel tem a ver com nazi?,-1
@macsanto777 Nazista é contra judeu e negro. Bolsonaro é a favor de Judeu-israel e o sogro dele é o Paulo Negao..pesquisa na net,-1
"@tavasconcellos no Brasil tem candidato que diz em nome de Deus, e contra refugiados. Não ah nada mais contraditório",7.2
Tem STF nas Filipinas ??? acho que não né :),-1
devem achar que eles vão colocar o nome do cara no SPC/SERASA  https://t.co/SMKNfOpOv9,-1
Pra quem tá com pena de traficante de drogas... principalmente as mulheres e feministas . https://t.co/bQxoroxq1b,-1
Uma coisa que até agora não entendo é o porquê de os refugiados sírios muçulmanos sunitas não foram para a também... https://t.co/9JnNSi9ynD,-1
@juancosta473 @YouTube Oxi.... hauhauha e o que tem a ver ? quer dizer que nao acontece isso mais ???,-1
@juancosta473 @YouTube vamos a um de 4 dias atras https://t.co/yhuT9y4llN e vão por a culpa no GPS e não nos traficantes assassinos,-1
@victorctiago Parece mais o FIDEL castro e o CHE matando o povo...mas ainda faltam MILHÕES de mortes pra se igualar ,-1
Agendas dias 18 e 19 de Março em #Campinas/SP. Simpósio de Ideologia De Genero e Cultos familiar.,-1
@Uma_Brasileira ta surpresa com celular na cadeia  ??? kkkkkk,-1
Só msm a @RedeGlobo e @showdavida p/ fazerem uma matéria falando mal do presidente das Filipinas que quer combater c/ mais rigor... O CRIME!,-1
@ajulysantos que não é caso da brasileira..porque com 5 kg de cocaína..é o peso de um bulldogue frances,-1
Já tô com o  apertado de saudades de Angola e ainda me contam que abriu um Open Jump no Praia de Belas. Não é just _ https://t.co/KHnoxeHGU9,-1
"Eu no 6° ano sentia-me rebelde porque chamava às minhas amigas ""fufinha"" e elas ficavam felizes qd na vdd insinuava q eram fufas",4.2.1
Culto Igreja Nazareno Ebenézer dia 19/03 as 9:00hrs. #Familia modelo original do Eterno. https://t.co/og8Rc4hk1e,-1
Culto da Família dia 19/03 as 19:00hrs. #Campinas.  Igreja do Nazareno de Sousas. https://t.co/1jOjP52EgA,-1
os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw,-1
"Não quer morrer cedo ?
-não consuma drogas
- não leve drogas para as Filipinas
-Não entre por engano em favela dominada pelo tráfico ",-1
"@gabischneiderrr @CuriousCatMe não, não, na Angola",-1
"RT @gaviaochis: Até que enfim, os artistas (de bem), estão começando a se manifestar: https://t.co/Q2rOa9RQlz",-1
RT @fofocasonline: Este é o islamismo..... A triste realidade que a imprensa #fakenews se recusa a nos mostrar.  https://t.co/0lcwY4ri6M,-1
Via Estadão:  -  https://t.co/OhfmUvrJSU,-1
RT @PastorMalafaia: PUXA! Vou perder o sono por causa de tanta calúnia e xingamento kkkkkk tenho q debochar desses medíocres kkkkk ñ se eme _,-1
"90% dos pais não sabem que suas crianças e adolescentes assistem youtuber gay teen doutrinando os filhos (Luba, etc _ https://t.co/0TLTgw71Sy",4.2.2
RT @NyaCrisana: Acho MUITO BOM Que desde cedo as crianças aprendam que não há problema nenhum em ser-se homosexual.  https://t.co/JlY _,-1
"@mvrcvsboyy dei um pulo no teu Twitter pra entender melhor a tua visão de evolução, tu não és culpado (quando cresc _ https://t.co/BQzkcCPntq",-1
"Bom dia amigos, companheiros, camaradas! Bardamerda para as segundas-feiras...",-1
@KetsiaSousa meus filhos vão aprender sobre a bela e o monstro não sobre o belo e o monstro enquanto crianças quando for altura aprendem...,4.2.2
Não vejo nada de errado só acho que existe uma idade própria pra se introduzirem certos conceitos cada família deci _ https://t.co/Tc2Ho6xbe8,-1
"@Curate_Angola o conteúdo é o mesmo, e um beijo gay não é mais explícito que um hetero, a malícia está na mente adulta.",-1
"@Curate_Angola não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também nã _ https://t.co/dnOVsMiBa5",4.2.2
"RT @EricksonEriie: @Curate_Angola não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também não pod _",4.2.2
@EricksonEriie tens razão concordo totalmente acho que dos 0 aos 5 os putos estão preocupados em saber as cores os números e não tipos de ,-1
@_GlitteryKisses é isso não conseguem pensar no sentido lato para além do que se vê a frente dos olhos,-1
"Enquanto não prenderem o contabilista d Salgado, o motorista d Sócrates e o porteiro do Banco de Portugal, a Justiça não terá credibilidade.",-1
"RT @waldoisnearby: Apresento-vos o meu missil, AEN17.
Totalmente dirigida para Angola sem dó e piedade! Se Angola não é nossa, mais vale n _",-1
"RT @RockSaint_: Muitas crianças são criadas por homossexuais, eu não vejo diferença nenhuma nessa imagem o mesmo vai acontecer com algumas _",-1
"A Lava-Jato chegou ao Foro de São Paulo e descobriu que Odebrecht dava dinheiro às FARC.
Que lindo trabalho da Pol _ https://t.co/kFuK9cCOT5",-1
"RT @GFiuza_Oficial: Indignação geral com a denúncia contra Obama: ele jamais grampearia Trump. Espionou o mundo inteiro, mas foi sem querer.",-1
"50%!!! 
Volta, PT! Gópi, gópi!!! https://t.co/7dxRiWI2pZ",-1
"RT @VanViip: Cada um com a sua educação.. e na minha, eu não permitir muita coisa! https://t.co/znuwdX7Amj",-1
"Placas na praia, soltar pombinhas brancas ou abraço na lagoa?? https://t.co/F4L9zQKsFe",-1
RT @artur_slo: Você vai ajudar a fazer com que essa CENA se REPITA no dia 26 de Março? Dê um ENTUSIASMADO RT. #26deMarcoEuVou https://t.co/ _,-1
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/159WXrXztD,-1
"Parabéns, #PatríciaMamona e #NelsonÉvora! https://t.co/T0xph8678j",-1
"Que justiça injusta. O Brasil tem que mudar. Mas, infelizmente a maioria dos parlamentares e muitos juristas... https://t.co/pM4ufRIFce",-1
"RT @dobrodepessoa: Não acho ser o mais correto... mas também a nível em estamos, não podemos go back em relação a esse assunto! Isso é a re _",-1
"PARABÉNS CHORÃO!
4 ANOS LONGE DAS DROGAS.",-1
"Isso não é professora, é uma doutrinadora que usa a audiência cativa das crianças (alunos) para impor suas seitas... https://t.co/qHDBdkJ9bu",-1
"RT @_GlitteryKisses: Não estou de acordo, mas também temos de ter em conta que maior parte dos trabalhadores da Disney são americanos, educ _",-1
"4 ANOS QUE O CHORÃO MUDOU DE BANDA
TROCOU O CHARLI BRAU JR PELO SEPULTURA
  #PAZ",-1
"Convidado da Manhã na Renascença
Portugal distingue-se “porque não tem nem vai ter campos de refugiados https://t.co/mLSZcQCS5U",-1
"BOM DIA @pecesiqueira
MAS O SR. NÃO PRECISA ENCONTRAR JESUS
PRECISA ACHAR É UMA BOA CLÍNICA PSIQUIATRICA
BOA SORTE #PAZ",-1
"Já Está No Portal ""Music For Angola""
Mboraa Lá Partilhar Pessoal!!
.
Dêem Uma Olhada... 
JAY CEE - NÃO VAI https://t.co/2aqNo19a6Y",-1
"@Curate_Angola e não tem segredo, basta explicar a elas q o amor n tem limites de raças, etnia, género, físico e etc. isso é que é educar",-1
@JornalOGlobo Acho errado! Posso ir lá e dizer que a religião não permite que eu mostre o rosto e tirar foto para RG com a burca?,-1
Segundo psico-pedagogos isso começa por volta dos 3-4 anos logo estamos de acordo que antes disso é impróprio ou nã _ https://t.co/xGgT12qCcU,-1
"RT @Chiiaritta: @Curate_Angola e não tem segredo, basta explicar a elas q o amor n tem limites de raças, etnia, género, físico e etc. isso _",-1
RT @jairbolsonaro: Quando souberam que gravaria entrevista 2 jornais desistiram de me ouvir nessa semana. Será pq? ,-1
"Quem se subjuga ao pensamento único, vive condicionado.
Quem recusa a infâmia dessa agenda, vive livre!
https://t.co/1jEwbUXVJk",-1
@Chiiaritta não acho que a questão seja tabu penso que a questão seja o desenvolvimento cognitivo natural da criança sem forçar conceitos,-1
"Para os sportinguistas, Bruno de Carvalho é uma mais valia para o Sporting Clube de Portugal. Mais valia era estar calado...",-1
@Chiiaritta sabes porque é que não começas a ver equações trigonométricas na segunda classe?,-1
@Chiiaritta mas não quer dizer que quando não sabias o que eram equações trigonométricas te estavam a esconder,-1
@Curate_Angola não dá pra comparar uma coisa com a outra,-1
"RT @ArinildoGarcya: Como eu sou contra a homossexualidade, penso que isso não é normal apesar d'haverem crianças criadas por ""gays"" não é u _",4
@Curate_Angola isto é deturpar os factos. Não saber o q são equações trigonométricas n fará com q a criança seja intolerante com quem sabe..,-1
"Estão abertas as inscrições para a turma 2017 de ""Atinuké"" - Grupo de estudos sobre o pensamento de mulheres... https://t.co/dhAEmv7g5Q",-1
Já escrevi muito sobre essa realidade. https://t.co/JOnr4Ll0xd,-1
"EXEMPLO DE PAI, SORTE DAS FILHAS.
ESSE NUNCA VAI CHORAR NO BANHO. https://t.co/spcJwx0ZOc",-1
"14 de Março volto a actuar em Lisboa(material novo) juntamente com o Cruz, Maria Lázaro e Pedro Figueiredo.
Reserva _ https://t.co/c3tQULY8jU",-1
"@Curate_Angola não dá p comparar, meu caro. Educação académica tem um processo exato a ser seguido, a educação moral, sexual e social não.",-1
"@Chiiaritta a criança não sabe ainda está a tentar controlar seu corpo aonde fazer coco, habituar-se aos alimentos, fazer amigos, brincar",-1
RT @vlfpereira11: Tem mais uma mensagem aí muito linda - Relações inter-raciais...tá na hora das crianças aprenderem que amor não é definid _,-1
O FUTEBOL AINDA RESPIRA https://t.co/0z9iiuqky8,-1
#Diplomacia Ministro dos Negócios Estrangeiros garante que não há conflito diplomático com Angola. Visita de Costa continua a ser preparada.,-1
"#jnegócios Governo garante que visita de Costa a Angola continua em preparação: ""Não há _ https://t.co/r4CxxEvplg",-1
@Curate_Angola bebés não mas crianças não se resumem em bebés né. Já vi crianças de 5/6/7 anos serem intolerantes,-1
@Curate_Angola não por A+B (até pq todo mundo sabe como falar com uma criança). Explicar de maneira a q ela perceba e aprenda o q é respeito,-1
Mas não é errado simplesmente tem idade pra se falar sobre isso que é no período a que Freud chama de latência cujo _ https://t.co/fdZF9Og4xt,-1
@Chiiaritta u r so right.  @Curate_Angola ir buscar argumentos de autoridade não torna mais verídico o seu discurso.,-1
Viva o socialismo! Viva Chavez! Viva os amigos do PT! https://t.co/mQ9vpNEToR,-1
@natvelasequeres @Chiiaritta a ideia não é ter razão Nat podes entrar na conversa se tiveres ideias aprendemos todos os dias,-1
@natvelasequeres @Chiiaritta uns mais liberais outros mais conservadores trocamos ideias mas não ditamos como cada um deve educar os seus,-1
RT @Daniacordeiro01: Não ya https://t.co/yeAkKupqUv,-1
"RT @catarinascp: é normal, não há só heterossexuais no mundo https://t.co/omckntNWtI",-1
"Quem ainda não conhece Paris é melhor ir logo, antes que o refugiados destruam tudo.",7.2
O meu trabalho sobre Refugiados resume-se à Lady Gaga! Faz sentido? Não!,-1
Não tenho nada contra refugiados e até acho bem serem acolhidos,-1
"BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM _ https://t.co/RmvX3uI6zi",1.3
"A União Europeia não cumpriu a sua promessa sobre os refugiados
https://t.co/XZGTuJHkDY",-1
E parar de chantagem! https://t.co/Ltxio8iqL5,-1
RT @RossanaMachado_: Nada contra !mas não acho correto . https://t.co/LWUWS6ihxK,-1
"RT @Arigfeijo: Ver homossexuais, não faz ninguém homossexual. Assim, as crianças não ficam preconceituosas e vão respeitar a orientação sex _",-1
"""O único objetivo da família de João Victor é que Guilherme Francisco do Santos e Alexandro José da Silva,... https://t.co/ltT8syu7Nb",-1
"""@LucianoHuck vai ao Líbano ajudar refugiados""
O mesmo q fechou uma praia em Angra e fez dela propriedade privada pra pobrezada não entrar",-1
"Vão colocar placas na praia, soltar pombinhas brancas ou abraçar a lagoa?? 
Só não esqueçam de lacrar de vez votan _ https://t.co/Vhhs0HY8iG",-1
"Não
tenha vergonha
de falar e escrever
corretamente
a língua portuguesa.
Ela é a nossa
pátria em Portugal,
Moçambique, Angola,
Guiné e
aqui",-1
"“Orfeu XXI, Música pela vida e dignidade”. 'Não há, afinal, fronteira ou muro que possa conter a música do mundo. https://t.co/N0nM87WuDH",-1
#NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no Oriente Medio,7.2
@martabiancaa não acredito! Prova.,-1
RT @Joao_Marcos865: #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _,7.2
Os portugueses são uns pessimistas. Eu acredito que c/ esta música na Eurovisão o Salvador Sobral pode até superar a votação do ano passado.,-1
@pintomondim bardamerda para a Eurovisão!,-1
RT @PedroAGuerr: Este ano vamos sair da Eurovisão com os zero pontos mais fofinhos de sempre. <3 #festivaldacancao,-1
Portugal não tem campos de refugiados nem nunca irá ter https://t.co/e65OD3dzTG #paisaominuto,-1
"Saiba o que disse Eduardo Cabrita sobre os refugiados:
https://t.co/XLmcxcGYcB https://t.co/yod7CoYF0x",-1
"Temos de acreditar. O Salvador Sobral, com um fato novo e com a psicóloga do Éder, ainda pode superar a votação de 2016. #festivaldacanção",-1
RT @iStevenOficial: eu ainda não superei o fim de 2010,-1
RT @maathbz: Eu farei a biografia do Bolsonaro https://t.co/XpTMT0Qw93,-1
"RT @mizanzuk: Sim, eles fizeram isso. https://t.co/cMNZywlBW8",-1
"esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele que ta sofrendo la",7.2
"RT @M_Elizanarciso: esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele _",-1
Acho que a veja aceitou que realmente não faz jornalismo https://t.co/x6gmv70CuS,-1
"@maathbz ñ,pq p/ mim ñ faz sentido ter filhos p/ ficarem num mundo tão injusto e violento,c/ a esquerda crescendo cada vez +.Prefiro adotar",-1
"Não, pq p/ mim ñ faz sentido ter filhos p/ ficarem num mundo tão injusto e violento, com a esquerda crescendo cada _ https://t.co/bk9PjsSAUK",-1
"@Leandro__Karnal 
Como afirmar isso?
Baseado em quê? 
Opinião? 
Doxa?",-1
"RT @SargentoFAHUR: Daniela Mercury parou de tocar quando seu bloco passou pela Polícia Militar. Obrigado, ouvido de PM não é pinico.",-1
"@maathbz credoo kkkkkkkkk
melhor usar cabelo de homem mesmo...",-1
"Não sabia que o Don-G, o Pro e o NG já tavam em Lisboa!!! O Masta ficou em Angola",-1
RT @maathbz: Não há título melhor para uma biografia do Bolsonaro do que: JAIR BOLSONARO,-1
RT @GABRIELPlNHEIRO: Franceses saíram pra protestar a favor da Le Pen e dos candidatos de direita https://t.co/KPBifPO2oz,-1
Quem tem que ficar preocupado é o Dória https://t.co/U2lAdVsVdQ,-1
"RT @CitizenGOpt: URGENTÍSSIMO! Assine a campanha para pedir que o PL 7371 não seja pautado! https://t.co/InbPbQ28Vh 
@pejoseduardo, @padre_ _",-1
Não é o próprio governo ao estar sempre  a falar disto que causa mais ruído?? https://t.co/LR5O6Az65T,-1
"SERVE ESSA @BotafogoOficial 
COMPREI DE PRESENTE PRA MINHA PATROA
#diainternacionaldamulher https://t.co/mj6o8CkTWV",-1
RT @maathbz: to pensando em virar PM só pra musica da daniela mercury parar de tocar quando passar por mim so nem obrigado,-1
"RT @pauloap: Porra, olha a série de reportagens que o Jornal da Record estreia hoje, nunca que a Globo faria https://t.co/1QzI4oabRD",-1
